食物名称,热量,食物热量详情页
色拉油,热量：898 大卡(每100克),http://www.boohee.com/shiwu/selayou
花生油，又叫落花生油、果油、油、食用油,热量：899 大卡(每100毫升),http://www.boohee.com/shiwu/huashengyou
豆油，又叫油，食用油，大豆油,热量：899 大卡(每100毫升),http://www.boohee.com/shiwu/douyou
混合油(菜+棕),热量：900 大卡(每100毫升),http://www.boohee.com/shiwu/hunheyou_caizong
葵花籽油,热量：899 大卡(每100克),http://www.boohee.com/shiwu/kuihuaziyou
橄榄油,热量：899 大卡(每100克),http://www.boohee.com/shiwu/ganlanyou
菜籽油，又叫菜子油、菜油、油菜籽油、芸苔油、香菜油、青油,热量：899 大卡(每100毫升),http://www.boohee.com/shiwu/caiziyou
辣椒油，又叫红油,热量：900 大卡(每100克),http://www.boohee.com/shiwu/lajiaoyou
金龙鱼食用调和油,热量：884 大卡(每100克),http://www.boohee.com/shiwu/jinlongyushiyongdiaoheyou
柠檬茶(雀巢 牌，固体饮料)，又叫柠檬茶（Nestle 牌，固体饮料）,热量：406 大卡(每100克),http://www.boohee.com/shiwu/ningmengcha
汇源 100%苹果汁,热量：38 大卡(每100毫升),http://www.boohee.com/shiwu/huiyuan100pingguozhi
美汁源 果粒橙,热量：41 大卡(每100毫升),http://www.boohee.com/shiwu/meizhiyuanguolicheng2
 惠尔康谷粒谷力荞麦浓浆,热量：18 大卡(每100毫升),http://www.boohee.com/shiwu/hihuierkangguliguliqiaomainongjiang
酸乳饮料,热量：54 大卡(每100毫升),http://www.boohee.com/shiwu/suanruyinliao
麒麟午后红茶奶茶饮料-低脂肪,热量：34 大卡(每100毫升),http://www.boohee.com/shiwu/qilinwuhouhongchanaichayinliao-dizhifang
长城 葡萄酒(干红，11.5%，牌),热量：72 大卡(每100毫升),http://www.boohee.com/shiwu/putaojiu_ganhong_115_changchengpai
青岛 啤酒(4.3%，牌),热量：38 大卡(每100毫升),http://www.boohee.com/shiwu/pijiu_43_qingdaopai
南国牌速溶椰子粉,热量：465 大卡(每100克),http://www.boohee.com/shiwu/nanguopaisurongyezifen
崇明老白酒，又叫烧酒、白干儿、火酒、烈性酒、高度酒,热量：298 大卡(每100毫升),http://www.boohee.com/shiwu/chongminglaobaijiu
红烧豆腐，又叫自磨豆腐,热量：103 大卡(每100克),http://www.boohee.com/shiwu/hongshaodoufu
红烧茄子,热量：61 大卡(每100克),http://www.boohee.com/shiwu/hongshaoqiezi
蒜蓉海带，又叫蒜茸海带,热量：50 大卡(每100克),http://www.boohee.com/shiwu/suanronghaidai
烧花菜,热量：50 大卡(每100克),http://www.boohee.com/shiwu/shaohuacai
黄瓜炒蛋，又叫青瓜炒蛋,热量：52 大卡(每100克),http://www.boohee.com/shiwu/huangguachaodan
清蒸蛋羹,热量：61 大卡(每100克),http://www.boohee.com/shiwu/qingzhengdangeng
炒豇豆，又叫长豆角,热量：41 大卡(每100克),http://www.boohee.com/shiwu/chaojiangdou
咖喱鸡块土豆,热量：102 大卡(每100克),http://www.boohee.com/shiwu/kalijikuaitudou
素炒菜花,热量：53 大卡(每100克),http://www.boohee.com/shiwu/suchaocaihua
花菜炒肉，又叫花菜炒肉、菜花炒肉、肉片炒花菜,热量：62 大卡(每100克),http://www.boohee.com/shiwu/roupianchaocaihua
麦芽油,热量：899 大卡(每100克),http://www.boohee.com/shiwu/maiyayou
油茶籽油,热量：898 大卡(每100毫升),http://www.boohee.com/shiwu/youchaziyou
(AGIA)阿茜娅纯橄榄油,热量：878 大卡(每100克),http://www.boohee.com/shiwu/_AGIAaqianyachunganlanyou
Somerfield 纯菜油,热量：900 大卡(每100克),http://www.boohee.com/shiwu/Somerfieldchuncaiyou
羊油，又叫羊脂,热量：824 大卡(每100克),http://www.boohee.com/shiwu/yangyou
棉籽油,热量：899 大卡(每100克),http://www.boohee.com/shiwu/mianziyou
白脱(食品工业)，又叫牛油，黄油、牛油、黄油,热量：744 大卡(每100克),http://www.boohee.com/shiwu/baituo_shipingongye
珠江 桥牌小磨芝麻油,热量：900 大卡(每100克),http://www.boohee.com/shiwu/zhujiangqiaopaixiaomozhimayou
鸭油(炼),热量：897 大卡(每100克),http://www.boohee.com/shiwu/yayou_lian
核桃油,热量：895 大卡(每100克),http://www.boohee.com/shiwu/hetaoyou
自制蜂蜜柚子茶,热量：137 大卡(每100毫升),http://www.boohee.com/shiwu/zizhifengmiyouzicha
超模17 营养奶昔,热量：359 大卡(每100克),http://www.boohee.com/shiwu/fd10a519
张裕 葡萄酒(干红，12%，牌),热量：75 大卡(每100毫升),http://www.boohee.com/shiwu/putaojiu_ganhong_12_zhangyupai
蒙牛果蔬酸酸乳,热量：31 大卡(每100毫升),http://www.boohee.com/shiwu/mengniuguoshusuansuanru
汇源橙汁饮料,热量：36 大卡(每100毫升),http://www.boohee.com/shiwu/huiyuanchengzhiyinliao
巧克力豆奶,热量：39 大卡(每100毫升),http://www.boohee.com/shiwu/qiaokelidounai
大麦茶(茶叶本身),热量：393 大卡(每100克),http://www.boohee.com/shiwu/damaicha
农夫茶龙井绿茶饮品-低糖,热量：19 大卡(每100毫升),http://www.boohee.com/shiwu/nongfuchalongjinglvchayinpin-ditang
味佳牌蜂蜜柚子茶,热量：250 大卡(每100克),http://www.boohee.com/shiwu/weijiapaifengmiyouzicha
惠尔康 谷粒谷力燕麦浓浆,热量：58 大卡(每100毫升),http://www.boohee.com/shiwu/huierkangpaiguliguliyanmainongjiang
椰子油,热量：899 大卡(每100克),http://www.boohee.com/shiwu/yeziyou
统一纯橄榄油,热量：818 大卡(每100克),http://www.boohee.com/shiwu/tongyichunganlanyou
酥油,热量：860 大卡(每100克),http://www.boohee.com/shiwu/suyou
HOMEBRAND鲜奶油,热量：331 大卡(每100克),http://www.boohee.com/shiwu/HOMEBRANDxiannaiyou
Allowuie zero黄油,热量：733 大卡(每100克),http://www.boohee.com/shiwu/Allowuiehizerohuangyou
Land O' Lakes蓝多湖 Land Lakes油菜籽植物黄油,热量：714 大卡(每100克),http://www.boohee.com/shiwu/youcaizizhiwuhuangyou
米糠油,热量：894 大卡(每100克),http://www.boohee.com/shiwu/mikangyou
卡拉利特级橄榄油,热量：822 大卡(每100克),http://www.boohee.com/shiwu/kalalitejiganlanyou
羊油(炼),热量：895 大卡(每100克),http://www.boohee.com/shiwu/yangyou_lian
常春 淡奶油(麻辣味),热量：350 大卡(每100克),http://www.boohee.com/shiwu/yingerpeifangnaifen_wandashanpai
佳之选 橄榄油,热量：823 大卡(每100克),http://www.boohee.com/shiwu/jiazhixuanpaiganlanyou
金牛 芝麻油,热量：899 大卡(每100克),http://www.boohee.com/shiwu/xiangyou13
坎诺拉健康黄油,热量：700 大卡(每100克),http://www.boohee.com/shiwu/kannuolajiankanghuangyou
olivoila 初榨橄榄油,热量：884 大卡(每100克),http://www.boohee.com/shiwu/olivoilachuzhaganlanyou
融氏纯玉米油,热量：860 大卡(每100克),http://www.boohee.com/shiwu/rongshichunyumiyou
安佳 淡奶油，又叫Anchor 淡奶油,热量：350 大卡(每100克),http://www.boohee.com/shiwu/anjiadannaiyou
黄油渣,热量：599 大卡(每100克),http://www.boohee.com/shiwu/huangyouzha
光明植物黄油,热量：719 大卡(每100克),http://www.boohee.com/shiwu/guangmingzhiwuhuangyou2
雀巢 三花全脂淡奶，又叫Nestle 三花全脂淡奶,热量：141 大卡(每100克),http://www.boohee.com/shiwu/quechaosanhuaquanzhidannai
棕榈油,热量：900 大卡(每100克),http://www.boohee.com/shiwu/zonglvyou
金龙鱼 纯香大豆油,热量：884 大卡(每100毫升),http://www.boohee.com/shiwu/fd59f393
柯可兰 特级冷压初榨橄榄油，又叫Kirkland  特级冷压初榨橄榄油,热量：824 大卡(每100毫升),http://www.boohee.com/shiwu/fd371554
福来康泰 紫苏籽油,热量：884 大卡(每100毫升),http://www.boohee.com/shiwu/fdcb7581
Gold'n Canola Ω-3油,热量：813 大卡(每100克),http://www.boohee.com/shiwu/fdf20906
爱度 六度提纯亚麻籽油,热量：883 大卡(每100毫升),http://www.boohee.com/shiwu/fd6245ac
香必居 鲜花椒油,热量：883 大卡(每100毫升),http://www.boohee.com/shiwu/fdca4961
长白工坊 有机南瓜籽油,热量：884 大卡(每100毫升),http://www.boohee.com/shiwu/changbaigongfanghiyoujinanguaz
蓝多胡/Land O Lakes 喷射低脂鲜奶油,热量：300 大卡(每100克),http://www.boohee.com/shiwu/LandhiOhiLakeshilanduohuhipens
福来康泰 有机冷榨亚麻籽油,热量：883 大卡(每100毫升),http://www.boohee.com/shiwu/fdda04f9
Aurora 橄榄油,热量：800 大卡(每100毫升),http://www.boohee.com/shiwu/fd085d35
PAMS超淡橄榄油,热量：810 大卡(每100克),http://www.boohee.com/shiwu/PAMSchaodanganlanyou
阿尔发 阿尔法 辣米油,热量：844 大卡(每100克),http://www.boohee.com/shiwu/yingerpeifangnaifen_shengyuanpai
红花油,热量：899 大卡(每100克),http://www.boohee.com/shiwu/honghuayou
天然世家 野生铁核桃油,热量：884 大卡(每100毫升),http://www.boohee.com/shiwu/fd7654fd
福临门 天天五谷食用调和油，又叫福临门 天天五谷 食用调和油,热量：883 大卡(每100毫升),http://www.boohee.com/shiwu/fdfbdaa7
Lactima 牛油(无盐),热量：740 大卡(每100克),http://www.boohee.com/shiwu/fdff787b
长生 特级初榨橄榄油,热量：877 大卡(每100克),http://www.boohee.com/shiwu/changshengtejichuzhaganlanyou
明治 高纤黄油，又叫Meiji 高纤黄油,热量：265 大卡(每100毫升),http://www.boohee.com/shiwu/fdeb1c8b
百尚 淡黄油块，又叫Payson Breton 淡黄油块,热量：731 大卡(每100克),http://www.boohee.com/shiwu/fd675235
Cocoyummy 有机农椰子油,热量：802 大卡(每100毫升),http://www.boohee.com/shiwu/fd530cb1
Sparta Tree 黄金树亚麻籽油,热量：884 大卡(每100毫升),http://www.boohee.com/shiwu/fd44c875
优飨 纯正亚麻籽油,热量：884 大卡(每100毫升),http://www.boohee.com/shiwu/fdb72e22
珏士高 初榨椰子油，又叫jax coco 初榨椰子油,热量：820 大卡(每100克),http://www.boohee.com/shiwu/fd6f8381
Mabarajab's Choice 酥油,热量：884 大卡(每100克),http://www.boohee.com/shiwu/fd98ba39
蒙草香 亚麻籽油,热量：884 大卡(每100毫升),http://www.boohee.com/shiwu/fd6d9057
纵宝 蟹黄油,热量：406 大卡(每100克),http://www.boohee.com/shiwu/fda3e055
马赛罗 特级初榨橄榄油,热量：807 大卡(每100毫升),http://www.boohee.com/shiwu/fdc39405
五丰 花椒油,热量：805 大卡(每100毫升),http://www.boohee.com/shiwu/fd9d8467
保生堂 亚麻籽油,热量：884 大卡(每100毫升),http://www.boohee.com/shiwu/fd4ab052
安佳 黄油(有盐)，又叫Anchor 黄油（有盐）,热量：733 大卡(每100克),http://www.boohee.com/shiwu/anjiahuangyou_youyan
梅赛德斯 特级初榨橄榄油,热量：810 大卡(每100毫升),http://www.boohee.com/shiwu/fd3a32d9
福来康泰 亚麻籽玉米食用调和油,热量：883 大卡(每100毫升),http://www.boohee.com/shiwu/fd44c710
Terra Creta/克里特之光 特级初榨橄榄油,热量：814 大卡(每100毫升),http://www.boohee.com/shiwu/fd68fce3
福临门 纯香大豆油(非转基因),热量：883 大卡(每100克),http://www.boohee.com/shiwu/fdbd53be
蜀九香 芝麻调和油,热量：884 大卡(每100毫升),http://www.boohee.com/shiwu/fd4f7af3
La Tourangelle 拉杜蓝乔 拉杜蓝乔 压榨亚麻籽油,热量：884 大卡(每100毫升),http://www.boohee.com/shiwu/fd7f0621
西王智利多 有机亚麻籽油,热量：883 大卡(每100毫升),http://www.boohee.com/shiwu/fd1e8100
长白工坊 有机婴幼儿装亚麻籽油,热量：884 大卡(每100毫升),http://www.boohee.com/shiwu/changbaigongfanghiyoujiyingyou
Balade 低脂黄油,热量：386 大卡(每100克),http://www.boohee.com/shiwu/fd3bbfb7
Lucerne  鲜奶油,热量：300 大卡(每100克),http://www.boohee.com/shiwu/fdc389a0
幸福小农 黑豆油,热量：891 大卡(每100毫升),http://www.boohee.com/shiwu/fd4f7014
欧蒂斯 初榨橄榄油,热量：884 大卡(每100毫升),http://www.boohee.com/shiwu/fd4dd770
可可汇 初榨椰子油,热量：880 大卡(每100毫升),http://www.boohee.com/shiwu/fd65d63f
多美鲜 无盐黄油，又叫suki 无盐黄油,热量：179 大卡(每100克),http://www.boohee.com/shiwu/duomeixianhisukihiwuyanhuangyo
弗朗多 特级初榨橄榄油,热量：884 大卡(每100克),http://www.boohee.com/shiwu/fd50785d
欧丽薇兰 特级初榨橄榄油,热量：884 大卡(每100毫升),http://www.boohee.com/shiwu/fd3ea0de
椰汇 初榨椰子油,热量：883 大卡(每100克),http://www.boohee.com/shiwu/fde111e9
雪印黄油,热量：638 大卡(每100克),http://www.boohee.com/shiwu/xueyinhuangyou
merci chef!/厨师之选 咸味黄油,热量：714 大卡(每100克),http://www.boohee.com/shiwu/fd10cd00
牧森 淡味黄油,热量：752 大卡(每100克),http://www.boohee.com/shiwu/fd17d18a
韭菜炒蛋，又叫韭菜鸡蛋、韭菜炒鸡蛋、野韭菜炒鸡蛋,热量：94 大卡(每100克),http://www.boohee.com/shiwu/jiucaichaojidan2
茶叶蛋，又叫茶叶蛋,热量：136 大卡(每100克),http://www.boohee.com/shiwu/wuxiangchadan
丝瓜炒蛋，又叫丝瓜炒鸡蛋、丝瓜鸡蛋,热量：102 大卡(每100克),http://www.boohee.com/shiwu/siguachaodan
肉丝茭白,热量：90 大卡(每100克),http://www.boohee.com/shiwu/rousijiaobai
鲜虾肠粉，又叫虾仁蒸肠粉,热量：122 大卡(每100克),http://www.boohee.com/shiwu/xiarenzhengchangfen
青椒炒肉片，又叫肉炒青椒、青椒肉片,热量：92 大卡(每100克),http://www.boohee.com/shiwu/roupianchaoqingjiao
五香鸭肉,热量：262 大卡(每100克),http://www.boohee.com/shiwu/wuxiangyarou
土豆烧肉(瘦肉)，又叫土豆红烧肉,热量：173 大卡(每100克),http://www.boohee.com/shiwu/tudoushaorou
清炒苦瓜，又叫辣椒清炒苦瓜,热量：39 大卡(每100克),http://www.boohee.com/shiwu/lajiaochaokugua
炸花生米，又叫花生米,热量：588 大卡(每100克),http://www.boohee.com/shiwu/zhahuashengmi
蜂蜜，又叫石蜜、石饴、食蜜、蜜、白蜜、白沙蜜、蜜糖、蜂糖、百花精、众口芝,热量：321 大卡(每100克),http://www.boohee.com/shiwu/fengmi
白砂糖，又叫白糖、糖、砂糖、石蜜、白霜糖,热量：400 大卡(每100克),http://www.boohee.com/shiwu/baishatang
蜂蜜(槐花),热量：361 大卡(每100克),http://www.boohee.com/shiwu/fengmi_huaihua
红糖，又叫土红糖、红糖,热量：389 大卡(每100克),http://www.boohee.com/shiwu/hongtang
榨菜，又叫鲜榨菜，咸菜,热量：33 大卡(每100克),http://www.boohee.com/shiwu/zhacai
酱油，又叫豉油、酱汁、豉汁,热量：63 大卡(每100克),http://www.boohee.com/shiwu/jiangyou_junzhi
醋，又叫苦酒、淳酢、醯、酢,热量：31 大卡(每100克),http://www.boohee.com/shiwu/cu_junzhi
芝麻酱，又叫麻酱调料,热量：630 大卡(每100克),http://www.boohee.com/shiwu/zhimajiang
腐乳(红)，又叫南乳、酱豆腐,热量：153 大卡(每100克),http://www.boohee.com/shiwu/furu_hong
腐乳(白)，又叫酱豆腐、豆腐乳,热量：135 大卡(每100克),http://www.boohee.com/shiwu/furu_bai
花生酱,热量：600 大卡(每100克),http://www.boohee.com/shiwu/huashengjiang
红豆沙,热量：244 大卡(每100克),http://www.boohee.com/shiwu/hongdousha
辣椒酱，又叫辣椒糊,热量：36 大卡(每100克),http://www.boohee.com/shiwu/lajiaojiang
味精，又叫味素、味之素,热量：268 大卡(每100克),http://www.boohee.com/shiwu/weijing
榨菜(鱼泉牌),热量：51 大卡(每100克),http://www.boohee.com/shiwu/zhacai_yuquanpai
冰糖,热量：397 大卡(每100克),http://www.boohee.com/shiwu/bingtang
鸡精,热量：195 大卡(每100克),http://www.boohee.com/shiwu/jijing
番茄酱，又叫茄汁,热量：83 大卡(每100克),http://www.boohee.com/shiwu/fanqiejiang
绵白糖,热量：396 大卡(每100克),http://www.boohee.com/shiwu/mianbaitang
食盐，又叫盐、盐巴、咸鹾,热量：0 大卡(每100克),http://www.boohee.com/shiwu/jingyan
苹果酱,热量：278 大卡(每100克),http://www.boohee.com/shiwu/pingguojiang
宫岛 橄榄菜,热量：358 大卡(每100克),http://www.boohee.com/shiwu/gongdaoganlancai
辣椒粉,热量：290 大卡(每100克),http://www.boohee.com/shiwu/lajiaofen
蜂蜜(油菜花),热量：338 大卡(每100克),http://www.boohee.com/shiwu/fengmi_youcaihua
利民 蒜蓉辣酱,热量：96 大卡(每100克),http://www.boohee.com/shiwu/suanronglajiang
胡椒粉，又叫白胡椒粉,热量：361 大卡(每100克),http://www.boohee.com/shiwu/hujiaofen
腌雪里蕻，又叫腌雪菜,热量：29 大卡(每100克),http://www.boohee.com/shiwu/axuelihong
草莓酱,热量：270 大卡(每100克),http://www.boohee.com/shiwu/caomeijiang
五香豆豉，又叫大苦、香豉、康伯,热量：270 大卡(每100克),http://www.boohee.com/shiwu/wuxiangdouchi
豆瓣酱(辣油),热量：188 大卡(每100克),http://www.boohee.com/shiwu/doubanjiang_layou
沙拉酱(色拉酱),热量：724 大卡(每100克),http://www.boohee.com/shiwu/shalajiang
豆瓣酱，又叫蚕豆酱,热量：181 大卡(每100克),http://www.boohee.com/shiwu/doubanjiang
豆沙,热量：247 大卡(每100克),http://www.boohee.com/shiwu/dousha
榨菜(正林牌),热量：63 大卡(每100克),http://www.boohee.com/shiwu/zhacai_zhenglinpai
甜面酱，又叫面酱、甜酱,热量：139 大卡(每100克),http://www.boohee.com/shiwu/tianmianjiang
酱黄瓜,热量：26 大卡(每100克),http://www.boohee.com/shiwu/jianghuanggua
千岛沙拉酱，又叫千岛酱、thousand island dressing,热量：475 大卡(每100克),http://www.boohee.com/shiwu/qiandaoshalajiang
雪菜，又叫雪里蕻、雪里红，咸菜,热量：39 大卡(每100克),http://www.boohee.com/shiwu/xuecai
番茄沙司,热量：112 大卡(每100克),http://www.boohee.com/shiwu/fanqieshasi
白醋,热量：6 大卡(每100克),http://www.boohee.com/shiwu/baicu
剁辣椒，又叫剁椒,热量：42 大卡(每100克),http://www.boohee.com/shiwu/duolajiao
咖喱粉，又叫咖喱,热量：341 大卡(每100克),http://www.boohee.com/shiwu/kalifen
香油辣酱,热量：67 大卡(每100克),http://www.boohee.com/shiwu/xiangyoulajiang
酱花生米,热量：367 大卡(每100克),http://www.boohee.com/shiwu/jianghuashengmi
生抽,热量：20 大卡(每100克),http://www.boohee.com/shiwu/shengchou
酱油(三鲜),热量：41 大卡(每100克),http://www.boohee.com/shiwu/jiangyou_sanxian
太古 纯正方糖,热量：400 大卡(每100克),http://www.boohee.com/shiwu/taiguchunzhengfangtang
蒜头(甜)，又叫糖蒜,热量：117 大卡(每100克),http://www.boohee.com/shiwu/suantou_tian
蜂蜜(硬蜜),热量：328 大卡(每100克),http://www.boohee.com/shiwu/fengmi_yingmi
鱼泉榨菜(低盐),热量：57 大卡(每100克),http://www.boohee.com/shiwu/yuquanzhacaihidiyanhi
腌芥菜头，又叫煮芥，煮疙瘩,热量：44 大卡(每100克),http://www.boohee.com/shiwu/ajiecaitou
家乐 牌浓汤宝(牛肉味),热量：184 大卡(每100克),http://www.boohee.com/shiwu/jialepainongtangbao_niurouwei
五香醋,热量：14 大卡(每100克),http://www.boohee.com/shiwu/wuxiangcu
家乐牌浓汤宝(浓滑鱼汤),热量：161 大卡(每100克),http://www.boohee.com/shiwu/jialepainongtangbao_nonghuayutang
黄豆酱油,热量：38 大卡(每100克),http://www.boohee.com/shiwu/huangdoujiangyou
光明奶酪酱(原味),热量：276 大卡(每100克),http://www.boohee.com/shiwu/guangmingnailaojiang_yuanwei
腌韭菜花,热量：17 大卡(每100克),http://www.boohee.com/shiwu/ajiucaihua
花生酱(加巧克力),热量：633 大卡(每100克),http://www.boohee.com/shiwu/huashengjiang_jiaqiaokeli
家乐牌海鲜汤,热量：323 大卡(每100克),http://www.boohee.com/shiwu/jialepaihaixiantang
海会寺白菜豆腐乳,热量：93 大卡(每100克),http://www.boohee.com/shiwu/haihuisibaicaidoufuru
花椒，又叫大椒、蜀椒、点椒,热量：316 大卡(每100克),http://www.boohee.com/shiwu/huajiao
萝卜干，又叫菜脯,热量：67 大卡(每100克),http://www.boohee.com/shiwu/luobogan
Smucker's 盛美家 SMUCKER'S红树莓果酱,热量：250 大卡(每100克),http://www.boohee.com/shiwu/SMUCKERhiShongshumeiguojiang
TEDDIE 花生酱(颗粒),热量：594 大卡(每100克),http://www.boohee.com/shiwu/TEDDIEhiPEANUThiBUTTERhihiCHUNKYhi
牛肉辣瓣酱，又叫牛肉酱，牛肉辣酱,热量：129 大卡(每100克),http://www.boohee.com/shiwu/niuroulabanjiang
腐乳(白，石宝寨牌)[酱豆腐],热量：115 大卡(每100克),http://www.boohee.com/shiwu/furu_bai_shibaozhaipai_jiangdoufu
酱油(多味),热量：86 大卡(每100克),http://www.boohee.com/shiwu/jiangyou_duowei
酱蘑菇,热量：122 大卡(每100克),http://www.boohee.com/shiwu/jiangmogu
酸辣紫菜汤,热量：339 大卡(每100克),http://www.boohee.com/shiwu/suanlazicaitang
八宝菜，又叫如意菜,热量：78 大卡(每100克),http://www.boohee.com/shiwu/babaocai
海鲜酱(阿香婆),热量：492 大卡(每100克),http://www.boohee.com/shiwu/haixianjiang_axiangpo
面包屑,热量：355 大卡(每100克),http://www.boohee.com/shiwu/mianbaoxie
家乐 浓汤宝(老母鸡汤),热量：171 大卡(每100克),http://www.boohee.com/shiwu/jialenongtangbao
葱伴侣大酱 袋装180g,热量：139 大卡(每100克),http://www.boohee.com/shiwu/congbanlvdajiang
喜璐 果爱草莓果酱(无糖)，又叫Helios 果爱草莓果酱（无糖）,热量：105 大卡(每100克),http://www.boohee.com/shiwu/heliosguoaicaomeiguojianghiwutanghi
牛头牌 沙茶酱,热量：757 大卡(每100克),http://www.boohee.com/shiwu/niutoupaishachajiang
黄酱，又叫大豆酱、豆酱、大酱,热量：138 大卡(每100克),http://www.boohee.com/shiwu/huangjiang
腐乳(白，王致和牌)[酱豆腐],热量：153 大卡(每100克),http://www.boohee.com/shiwu/furu_bai_wangzhihepai_jiangdoufu
甜辣黄瓜,热量：102 大卡(每100克),http://www.boohee.com/shiwu/tianlahuanggua
酱油(一级),热量：66 大卡(每100克),http://www.boohee.com/shiwu/jiangyou_yiji
美极 酸辣汤料，又叫Maggi 酸辣汤料,热量：323 大卡(每100克),http://www.boohee.com/shiwu/meijisuanlatangliao
什锦菜,热量：38 大卡(每100克),http://www.boohee.com/shiwu/shijincai
五香粉,热量：359 大卡(每100克),http://www.boohee.com/shiwu/wuxiangfen
香醋,热量：68 大卡(每100克),http://www.boohee.com/shiwu/xiangcu
酱大头菜,热量：41 大卡(每100克),http://www.boohee.com/shiwu/jiangdatoucai
鱼子酱，又叫鱼籽酱,热量：201 大卡(每100克),http://www.boohee.com/shiwu/yuzijiang
鱼泉牌鲜香榨菜,热量：74 大卡(每100克),http://www.boohee.com/shiwu/yuquanpaixianxiangzhacai
家乐 番茄沙司,热量：94 大卡(每100克),http://www.boohee.com/shiwu/jialefanqieshasi
老抽,热量：129 大卡(每100克),http://www.boohee.com/shiwu/laochou
芙蓉鲜蔬汤，又叫芙蓉荟蔬汤,热量：388 大卡(每100毫升),http://www.boohee.com/shiwu/furongxianshutang
腐乳(香辣味),热量：158 大卡(每100克),http://www.boohee.com/shiwu/furu_xianglawei
阿香婆 牛肉酱(),热量：488 大卡(每100克),http://www.boohee.com/shiwu/niuroujiang_axiangpo
红豆馅,热量：261 大卡(每100克),http://www.boohee.com/shiwu/hongdouxian
豆瓣辣酱,热量：73 大卡(每100克),http://www.boohee.com/shiwu/doubanlajiang
麻辣酱,热量：145 大卡(每100克),http://www.boohee.com/shiwu/malajiang
糟豆腐乳，又叫糟乳,热量：157 大卡(每100克),http://www.boohee.com/shiwu/zaodoufuru
广乐香辣咸菜,热量：60 大卡(每100克),http://www.boohee.com/shiwu/guanglexianglaxiancai
腐乳(臭)，又叫臭豆腐、臭腐乳,热量：132 大卡(每100克),http://www.boohee.com/shiwu/furu_chou
酱油(高级),热量：71 大卡(每100克),http://www.boohee.com/shiwu/jiangyou_gaoji
陈醋,热量：114 大卡(每100克),http://www.boohee.com/shiwu/chencu
薄荷健康 薄荷 冻干草莓巧克力,热量：526 大卡(每100克),http://www.boohee.com/shiwu/baohedonggancaomeiqiaokeli
薄荷松仁粽子糖,热量：406 大卡(每100克),http://www.boohee.com/shiwu/baohesongrenzongzitang
